"title","dgf_dataset_url","dgf_dataset_id","dgf_resource_url","nb_lines","nb_features","profile_url","automl_url","target_variable","task","dgf_resource_id","best_model","metric_type","metric_value","score","missing_cells_pct","nb_numerical","nb_categorical"
"Horaires des écoles élémentaires et primaires en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/horaires-des-ecoles-elementaires-et-primaires-en-pays-de-la-loire/","5e32233c06e3e708b6320bb5","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_organisation-du-temps-scolaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",2834,35,"https://etalab-ia.github.io/open_ML/profilings/c27fb866-7347-418a-a216-09d3c5770bd5_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/c27fb866-7347-418a-a216-09d3c5770bd5/automl_jeudi_matin_fin/README.html","JEUDI_MATIN_FIN","multiclass_classification","c27fb866-7347-418a-a216-09d3c5770bd5","4_Default_Xgboost","logloss",0.003899469588825,3.53859030499646,9.7,3,30
"Horaires des écoles élémentaires et primaires en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/horaires-des-ecoles-elementaires-et-primaires-en-pays-de-la-loire/","5e32233c06e3e708b6320bb5","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_organisation-du-temps-scolaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",2834,35,"https://etalab-ia.github.io/open_ML/profilings/c27fb866-7347-418a-a216-09d3c5770bd5_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/c27fb866-7347-418a-a216-09d3c5770bd5/automl_jeudi_apres_midi_debut/README.html","JEUDI_APRES_MIDI_DEBUT","multiclass_classification","c27fb866-7347-418a-a216-09d3c5770bd5","4_Default_Xgboost","logloss",0.012555189060713,3.50637126640922,9.7,3,30
"Horaires des écoles élémentaires et primaires en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/horaires-des-ecoles-elementaires-et-primaires-en-pays-de-la-loire/","5e32233c06e3e708b6320bb5","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_organisation-du-temps-scolaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",2834,35,"https://etalab-ia.github.io/open_ML/profilings/c27fb866-7347-418a-a216-09d3c5770bd5_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/c27fb866-7347-418a-a216-09d3c5770bd5/automl_vendredi_matin_debut/README.html","VENDREDI_MATIN_DEBUT","multiclass_classification","c27fb866-7347-418a-a216-09d3c5770bd5","4_Default_Xgboost","logloss",0.00405649786825,3.53800052375089,9.7,3,30
"Horaires des écoles élémentaires et primaires en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/horaires-des-ecoles-elementaires-et-primaires-en-pays-de-la-loire/","5e32233c06e3e708b6320bb5","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_organisation-du-temps-scolaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",2834,35,"https://etalab-ia.github.io/open_ML/profilings/c27fb866-7347-418a-a216-09d3c5770bd5_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/c27fb866-7347-418a-a216-09d3c5770bd5/automl_vendredi_matin_fin/README.html","VENDREDI_MATIN_FIN","multiclass_classification","c27fb866-7347-418a-a216-09d3c5770bd5","4_Default_Xgboost","logloss",0.00402547247553,3.53811703312826,9.7,3,30
"Horaires des écoles élémentaires et primaires en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/horaires-des-ecoles-elementaires-et-primaires-en-pays-de-la-loire/","5e32233c06e3e708b6320bb5","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_organisation-du-temps-scolaire/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",2834,35,"https://etalab-ia.github.io/open_ML/profilings/c27fb866-7347-418a-a216-09d3c5770bd5_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/c27fb866-7347-418a-a216-09d3c5770bd5/automl_vendredi_apres_midi_debut/README.html","VENDREDI_APRES_MIDI_DEBUT","multiclass_classification","c27fb866-7347-418a-a216-09d3c5770bd5","4_Default_Xgboost","logloss",0.018916399175857,3.48306457746169,9.7,3,30
"Offre touristique : restaurants en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/offre-touristique-restaurants-en-pays-de-la-loire/","5b4cd6b5a3a7297210e1c36e","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",4077,49,"https://etalab-ia.github.io/open_ML/profilings/60849d37-a292-4890-907a-b9c1adc5ff08_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/60849d37-a292-4890-907a-b9c1adc5ff08/automl_type-de-restaurant/README.html","Type de restaurant","multiclass_classification","60849d37-a292-4890-907a-b9c1adc5ff08","Ensemble","logloss",0.229005815844613,1.36117215616914,56.5,11,38
"Offre touristique : restaurants en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/offre-touristique-restaurants-en-pays-de-la-loire/","5b4cd6b5a3a7297210e1c36e","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",4077,49,"https://etalab-ia.github.io/open_ML/profilings/60849d37-a292-4890-907a-b9c1adc5ff08_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/60849d37-a292-4890-907a-b9c1adc5ff08/automl_categorie-du-restaurant/README.html","Catégorie du restaurant","multiclass_classification","60849d37-a292-4890-907a-b9c1adc5ff08","Ensemble","logloss",1.77868750799209,0.833635223164876,56.5,11,38
"Offre touristique : restaurants en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/offre-touristique-restaurants-en-pays-de-la-loire/","5b4cd6b5a3a7297210e1c36e","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",4077,49,"https://etalab-ia.github.io/open_ML/profilings/60849d37-a292-4890-907a-b9c1adc5ff08_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/60849d37-a292-4890-907a-b9c1adc5ff08/automl_nombre-max-couverts/README.html","Nombre max couverts","regression","60849d37-a292-4890-907a-b9c1adc5ff08","4_Default_Xgboost","rmse",50.7362892320735,0.062945156196505,56.5,11,38
"Offre touristique : restaurants en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/offre-touristique-restaurants-en-pays-de-la-loire/","5b4cd6b5a3a7297210e1c36e","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",4077,49,"https://etalab-ia.github.io/open_ML/profilings/60849d37-a292-4890-907a-b9c1adc5ff08_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/60849d37-a292-4890-907a-b9c1adc5ff08/automl_nombre-salles-restaurant/README.html","Nombre salles restaurant","multiclass_classification","60849d37-a292-4890-907a-b9c1adc5ff08","Ensemble","logloss",0.916414685688704,1.06283073834763,56.5,11,38
"Offre touristique : restaurants en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/offre-touristique-restaurants-en-pays-de-la-loire/","5b4cd6b5a3a7297210e1c36e","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",4077,49,"https://etalab-ia.github.io/open_ML/profilings/60849d37-a292-4890-907a-b9c1adc5ff08_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/60849d37-a292-4890-907a-b9c1adc5ff08/automl_nombre-max-couverts-en-terrasse/README.html","Nombre max couverts en terrasse","regression","60849d37-a292-4890-907a-b9c1adc5ff08","Ensemble","rmse",26.2085403080412,0.117253620836243,56.5,11,38
"Offre touristique : restaurants en Pays de la Loire","http://www.data.gouv.fr/fr/datasets/offre-touristique-restaurants-en-pays-de-la-loire/","5b4cd6b5a3a7297210e1c36e","https://paysdelaloire.opendatasoft.com/explore/dataset/234400034_070-008_offre-touristique-restaurants-rpdl/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",4077,49,"https://etalab-ia.github.io/open_ML/profilings/60849d37-a292-4890-907a-b9c1adc5ff08_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/60849d37-a292-4890-907a-b9c1adc5ff08/automl_nombre-personnes-max-pour-les-groupes/README.html","Nombre personnes max pour les groupes","regression","60849d37-a292-4890-907a-b9c1adc5ff08","Ensemble","rmse",46.9188217587249,0.067835215483621,56.5,11,38
"Localisation des regards de visite des eaux usées","http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/","5e3221e106e3e70513320baa","https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",33731,9,"https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_radier/README.html","RADIER","regression","e7976a5b-294b-4715-9e46-079e6967850c","Ensemble","rmse",7.75712361775134,0.384644417577197,2,4,5
"Localisation des regards de visite des eaux usées","http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/","5e3221e106e3e70513320baa","https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",33731,9,"https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_exploit/README.html","EXPLOIT","multiclass_classification","e7976a5b-294b-4715-9e46-079e6967850c","3_Default_Xgboost","logloss",0.172907963266783,3.08129324529931,2,4,5
"Localisation des regards de visite des eaux usées","http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/","5e3221e106e3e70513320baa","https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",33731,9,"https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_materiau/README.html","MATERIAU","multiclass_classification","e7976a5b-294b-4715-9e46-079e6967850c","3_Default_Xgboost","logloss",0.052690210490084,3.46652015989754,2,4,5
"Localisation des regards de visite des eaux usées","http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/","5e3221e106e3e70513320baa","https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",33731,9,"https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_gid/README.html","GID","regression","e7976a5b-294b-4715-9e46-079e6967850c","Ensemble","rmse",13907.4277168409,0.000239664413353,2,4,5
"Localisation des regards de visite des eaux usées","http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/","5e3221e106e3e70513320baa","https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",33731,9,"https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_diametre/README.html","DIAMETRE","multiclass_classification","e7976a5b-294b-4715-9e46-079e6967850c","3_Default_Xgboost","logloss",0.012552914430236,3.61751911116506,2,4,5
"Localisation des regards de visite des eaux usées","http://www.data.gouv.fr/fr/datasets/localisation-des-regards-de-visite-des-eaux-usees-1/","5e3221e106e3e70513320baa","https://paysdelaloire.opendatasoft.com/explore/dataset/localisation-des-regards-de-visite-des-eaux-usees/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",33731,9,"https://etalab-ia.github.io/open_ML/profilings/e7976a5b-294b-4715-9e46-079e6967850c_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/e7976a5b-294b-4715-9e46-079e6967850c/automl_zsurf/README.html","ZSURF","regression","e7976a5b-294b-4715-9e46-079e6967850c","Ensemble","rmse",8.45028531460621,0.356156778456857,2,4,5
"Bénéficiaires achat vélos pliants","http://www.data.gouv.fr/fr/datasets/beneficiaires-achat-velos-pliants/","5b4cda9eb595080ec8d496e4","https://Data.paysdelaloire.fr/explore/dataset/234400034_033-002_achatvelospliants/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",281,7,"https://etalab-ia.github.io/open_ML/profilings/9f71bd78-6efa-4fbd-be27-f6e7934377a7_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/9f71bd78-6efa-4fbd-be27-f6e7934377a7/automl_objet/README.html","Objet","multiclass_classification","9f71bd78-6efa-4fbd-be27-f6e7934377a7","Ensemble","logloss",0.254695575537422,2.38512171273402,0,4,3
"Bénéficiaires achat vélos pliants","http://www.data.gouv.fr/fr/datasets/beneficiaires-achat-velos-pliants/","5b4cda9eb595080ec8d496e4","https://Data.paysdelaloire.fr/explore/dataset/234400034_033-002_achatvelospliants/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",281,7,"https://etalab-ia.github.io/open_ML/profilings/9f71bd78-6efa-4fbd-be27-f6e7934377a7_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/9f71bd78-6efa-4fbd-be27-f6e7934377a7/automl_code-tiers/README.html","Code Tiers","regression","9f71bd78-6efa-4fbd-be27-f6e7934377a7","Ensemble","rmse",117139.368023623,2.84558544970512E-05,0,4,3
"Bénéficiaires achat vélos pliants","http://www.data.gouv.fr/fr/datasets/beneficiaires-achat-velos-pliants/","5b4cda9eb595080ec8d496e4","https://Data.paysdelaloire.fr/explore/dataset/234400034_033-002_achatvelospliants/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",281,7,"https://etalab-ia.github.io/open_ML/profilings/9f71bd78-6efa-4fbd-be27-f6e7934377a7_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/9f71bd78-6efa-4fbd-be27-f6e7934377a7/automl_montant-vote/README.html","Montant voté","regression","9f71bd78-6efa-4fbd-be27-f6e7934377a7","Ensemble","rmse",43.0101609018729,0.075495027994608,0,4,3
"Base Sirene Pays de la Loire v3 ß","http://www.data.gouv.fr/fr/datasets/base-sirene-pays-de-la-loire-v3-ss/","5e3221ee9ce2e7433df7fb95","https://paysdelaloire.opendatasoft.com/explore/dataset/120027016_base-sirene-v3-ss/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false",105009,108,"https://etalab-ia.github.io/open_ML/profilings/ba976287-96ae-49e9-876b-34fc17bf79c2_pandas_profile.html","https://etalab-ia.github.io/open_ML/automodels/ba976287-96ae-49e9-876b-34fc17bf79c2/automl_nic/README.html","NIC","regression","ba976287-96ae-49e9-876b-34fc17bf79c2","5_Default_RandomForest","rmse",76.7565134403381,0.042317775346337,42.3,17,80
